Name,Code,Latitude,Longitude,Miles from the mouth,Type
Kent Brook @ Rt 8,KB8,42.3887,-75.4046,,RED FLAG
Guilford Lake Outlet @ Furnace Hill Rd,GLO,42.4072,-75.4928,,RED FLAG
Guilford Creek @ Rt 8,GC8,42.3396,-75.4044,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
