Name,Code,Latitude,Longitude,Miles from the mouth,Type
Site 1,9MMP,43.0029,-76.3393,,RED FLAG
Site 3,9M3T,43.0723,-76.2727,,RED FLAG
Site 2,9MCA,43.0305,-76.3179,,RED FLAG
Nine Mile Creek - Marcellus Falls,,43.00674552,-76.33637341,,BIOLOGICAL
Nine Mile Creek - Amboy Dam,,43.0698118,-76.2734161,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
