"agency_cd","site_no","sample_dt","sample_tm","sample_end_dt","sample_end_tm","tm_datum_rlbty_cd","coll_ent_cd","medium_cd","project_cd","aqfr_cd","tu_id","body_part_id","hyd_cond_cd","samp_type_cd","hyd_event_cd","sample_lab_cm_tx","parm_cd","remark_cd","result_va","val_qual_tx","meth_cd","dqi_cd","rpt_lev_va","rpt_lev_cd","lab_std_va","prep_set_no","prep_dt","anl_set_no","anl_dt","result_lab_cm_tx","anl_ent_cd","sample_start_time_datum_cd_reported","sample_end_time_datum_cd_reported","startDateTime","tz_cd"
"USGS","01302500",1974-01-02,"11:30",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,3.3,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1974-01-02 16:30:00,"UTC"
"USGS","01302500",1974-03-26,"14:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,3.4,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1974-03-26 19:00:00,"UTC"
"USGS","01302500",1974-10-18,"08:30",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,3.3,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1974-10-18 13:30:00,"UTC"
"USGS","01302500",1975-01-08,"13:30",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,3.2,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1975-01-08 18:30:00,"UTC"
"USGS","01302500",1975-03-26,"09:30",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,3.4,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1975-03-26 14:30:00,"UTC"
"USGS","01302500",1975-06-27,"08:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,4,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1975-06-27 13:00:00,"UTC"
"USGS","01302500",1975-09-29,"13:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,2.3,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1975-09-29 18:00:00,"UTC"
"USGS","01302500",1975-12-23,"15:30",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,3,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1975-12-23 20:30:00,"UTC"
"USGS","01302500",1976-03-24,"09:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,3.9,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1976-03-24 14:45:00,"UTC"
"USGS","01302500",1976-06-24,"08:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,3.8,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1976-06-24 13:00:00,"UTC"
"USGS","01302500",1976-09-23,"13:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,3.3,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1976-09-23 18:45:00,"UTC"
"USGS","01302500",1976-12-28,"11:45",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,3.8,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1976-12-28 16:45:00,"UTC"
"USGS","01302500",1977-03-25,"08:45",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,2.3,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1977-03-25 13:45:00,"UTC"
"USGS","01302500",1977-07-01,"08:00",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,4.1,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1977-07-01 13:00:00,"UTC"
"USGS","01302500",1977-09-19,"08:30",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,4.9,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1977-09-19 13:30:00,"UTC"
"USGS","01302500",1977-12-20,"09:30",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,3.6,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1977-12-20 14:30:00,"UTC"
"USGS","01302500",1978-03-30,"10:15",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,3.3,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1978-03-30 15:15:00,"UTC"
"USGS","01302500",1978-06-29,"08:15",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,4.1,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1978-06-29 13:15:00,"UTC"
"USGS","01302500",1978-09-20,"09:00",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,3.9,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1978-09-20 14:00:00,"UTC"
"USGS","01302500",1978-12-27,"09:15",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,3.7,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1978-12-27 14:15:00,"UTC"
"USGS","01302500",1979-06-26,"08:45",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,5.4,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1979-06-26 13:45:00,"UTC"
"USGS","01302500",1979-09-14,"08:45",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,4.6,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1979-09-14 13:45:00,"UTC"
"USGS","01302500",1979-12-19,"08:45",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"A","9","9",NA,"00620",NA,5.3,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1979-12-19 13:45:00,"UTC"
"USGS","01302500",1980-03-19,"10:10",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"A","9","9",NA,"00620",NA,2.7,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-03-19 15:10:00,"UTC"
"USGS","01302500",1980-06-19,"08:10",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"A","9","9",NA,"00620",NA,5.1,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-06-19 13:10:00,"UTC"
"USGS","01302500",1980-09-19,"09:40",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"A","9","9",NA,"00620",NA,5.3,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-09-19 14:40:00,"UTC"
"USGS","01302500",1980-12-19,"12:15",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"A","9","9",NA,"00620",NA,4.9,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-12-19 17:15:00,"UTC"
"USGS","01302500",1981-03-25,"07:55",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"A","9","9",NA,"00620",NA,2.7,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-03-25 12:55:00,"UTC"
"USGS","01302500",1981-12-22,"11:30",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"A","9","9",NA,"00620",NA,4.1,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-12-22 16:30:00,"UTC"
"USGS","01302500",1982-03-15,"11:45",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"A","9","9",NA,"00620",NA,4.2,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-03-15 16:45:00,"UTC"
"USGS","01302500",1982-08-27,"09:10",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"A","9","9",NA,"00620",NA,4.1,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-08-27 14:10:00,"UTC"
"USGS","01302500",1982-11-29,"10:40",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"A","9","9",NA,"00620",NA,1.8,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-11-29 15:40:00,"UTC"
"USGS","01302500",1983-02-22,"12:00",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"A","9","9",NA,"00620",NA,3.1,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1983-02-22 17:00:00,"UTC"
"USGS","01302500",1983-05-18,"09:30",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"A","9","9",NA,"00620",NA,5.28,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1983-05-18 14:30:00,"UTC"
"USGS","01302500",1983-08-23,"09:40",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"A","9","9",NA,"00620",NA,4.48,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1983-08-23 14:40:00,"UTC"
"USGS","01302500",1983-11-07,"09:40",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620",NA,3.89,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1983-11-07 14:40:00,"UTC"
"USGS","01302500",1984-02-21,"12:20",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620",NA,2.29,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1984-02-21 17:20:00,"UTC"
"USGS","01302500",1984-05-21,"11:30",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"5","9","9",NA,"00620",NA,3.07,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1984-05-21 16:30:00,"UTC"
"USGS","01302500",1984-08-15,"09:45",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620",NA,4.16,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1984-08-15 14:45:00,"UTC"
"USGS","01302500",1984-11-30,"10:55",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620",NA,4.19,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1984-11-30 15:55:00,"UTC"
"USGS","01302500",1985-05-24,"07:50",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620",NA,4.1,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1985-05-24 12:50:00,"UTC"
"USGS","01302500",1985-11-21,"11:30",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620",NA,3.8,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1985-11-21 16:30:00,"UTC"
"USGS","01302500",1986-03-27,"13:00",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620",NA,4.29,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1986-03-27 18:00:00,"UTC"
"USGS","01302500",1986-05-12,"13:55",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620","<",4.1,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1986-05-12 18:55:00,"UTC"
"USGS","01302500",1986-09-03,"09:30",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620","<",4.18,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1986-09-03 14:30:00,"UTC"
"USGS","01302500",1987-06-17,"10:15",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620",NA,3.89,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1987-06-17 15:15:00,"UTC"
"USGS","01302500",1987-06-17,"10:16",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620",NA,3.89,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1987-06-17 15:16:00,"UTC"
"USGS","01302500",1988-09-07,"11:00",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9","BALANCES W/NUT FRAC ADDED","00620",NA,3.5,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1988-09-07 16:00:00,"UTC"
"USGS","01302500",1989-09-13,"10:45",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9","BALANCES W/NUTRIENTS ADDED","00620",NA,4.09,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-09-13 15:45:00,"UTC"
"USGS","01302500",1989-11-20,"12:30",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"5","9","9",NA,"00620",NA,3.69,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-11-20 17:30:00,"UTC"
"USGS","01302500",1990-02-08,"11:45",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9","CN RR KDJ-D & T;VALUES VER'D","00620",NA,3.48,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1990-02-08 16:45:00,"UTC"
"USGS","01302500",1990-04-19,"08:00",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620",NA,3.19,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1990-04-19 13:00:00,"UTC"
"USGS","01302500",1990-07-05,"09:25",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9","PH RR;VALUE SAME","00620",NA,3.69,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1990-07-05 14:25:00,"UTC"
"USGS","01302500",1990-10-29,"10:20",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620",NA,2.88,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1990-10-29 15:20:00,"UTC"
"USGS","01302500",1991-01-02,"12:55",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620",NA,3.39,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1991-01-02 17:55:00,"UTC"
"USGS","01302500",1991-04-01,"11:35",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620",NA,3.88,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1991-04-01 16:35:00,"UTC"
"USGS","01302500",1991-07-02,"07:55",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620",NA,4.19,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1991-07-02 12:55:00,"UTC"
"USGS","01302500",1991-10-02,"09:55",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620",NA,3.89,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1991-10-02 14:55:00,"UTC"
"USGS","01302500",1992-01-07,"11:10",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620",NA,3.88,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1992-01-07 16:10:00,"UTC"
"USGS","01302500",1992-04-06,"08:50",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620",NA,4.09,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1992-04-06 13:50:00,"UTC"
"USGS","01302500",1992-07-09,"08:45",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"5","9","9",NA,"00620",NA,2.58,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1992-07-09 13:45:00,"UTC"
"USGS","01302500",1992-10-15,"08:45",NA,NA,"T","USGS-WRD","WS","443600340",NA,NA,NA,"9","9","9",NA,"00620",NA,3.79,NA,"ALGOR","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1992-10-15 13:45:00,"UTC"
"USGS","01303000",1973-11-02,"13:30",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.98,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1973-11-02 18:30:00,"UTC"
"USGS","01303000",1974-01-02,"10:30",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,1.4,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1974-01-02 15:30:00,"UTC"
"USGS","01303000",1974-02-08,"14:30",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,1.7,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1974-02-08 19:30:00,"UTC"
"USGS","01303000",1974-02-26,"14:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,1.4,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1974-02-26 19:00:00,"UTC"
"USGS","01303000",1974-03-26,"13:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,1.2,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1974-03-26 18:00:00,"UTC"
"USGS","01303000",1974-05-14,"14:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.46,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1974-05-14 19:00:00,"UTC"
"USGS","01303000",1974-06-04,"13:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.5,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1974-06-04 18:45:00,"UTC"
"USGS","01303000",1974-08-06,"13:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.02,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1974-08-06 18:00:00,"UTC"
"USGS","01303000",1974-09-06,"14:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.37,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1974-09-06 19:00:00,"UTC"
"USGS","01303000",1974-10-18,"10:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.72,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1974-10-18 15:00:00,"UTC"
"USGS","01303000",1974-11-01,"10:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.51,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1974-11-01 15:00:00,"UTC"
"USGS","01303000",1974-12-06,"10:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,1.2,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1974-12-06 15:45:00,"UTC"
"USGS","01303000",1975-01-08,"12:30",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,1.1,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1975-01-08 17:30:00,"UTC"
"USGS","01303000",1975-02-04,"11:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,1.4,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1975-02-04 16:00:00,"UTC"
"USGS","01303000",1975-03-03,"13:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,1.2,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1975-03-03 18:00:00,"UTC"
"USGS","01303000",1975-03-26,"10:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,1.1,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1975-03-26 15:45:00,"UTC"
"USGS","01303000",1975-04-28,"14:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.78,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1975-04-28 19:00:00,"UTC"
"USGS","01303000",1975-05-30,"09:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.26,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1975-05-30 14:45:00,"UTC"
"USGS","01303000",1975-06-27,"09:15",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.16,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1975-06-27 14:15:00,"UTC"
"USGS","01303000",1975-07-31,"11:30",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.19,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1975-07-31 16:30:00,"UTC"
"USGS","01303000",1975-08-28,"10:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,3.1,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1975-08-28 15:45:00,"UTC"
"USGS","01303000",1975-09-29,"11:30",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.5,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1975-09-29 16:30:00,"UTC"
"USGS","01303000",1975-10-29,"14:30",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.67,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1975-10-29 19:30:00,"UTC"
"USGS","01303000",1975-11-26,"14:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,1.1,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1975-11-26 19:00:00,"UTC"
"USGS","01303000",1975-12-23,"14:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,1.8,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1975-12-23 19:45:00,"UTC"
"USGS","01303000",1976-02-05,"10:30",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,1.5,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1976-02-05 15:30:00,"UTC"
"USGS","01303000",1976-02-24,"15:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,1.2,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1976-02-24 20:00:00,"UTC"
"USGS","01303000",1976-03-24,"11:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,1.5,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1976-03-24 16:00:00,"UTC"
"USGS","01303000",1976-04-27,"13:30",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.85,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1976-04-27 18:30:00,"UTC"
"USGS","01303000",1976-05-27,"08:45",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.48,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1976-05-27 13:45:00,"UTC"
"USGS","01303000",1976-06-24,"08:30",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.21,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1976-06-24 13:30:00,"UTC"
"USGS","01303000",1976-07-28,"09:15",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.09,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1976-07-28 14:15:00,"UTC"
"USGS","01303000",1976-09-08,"09:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.35,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1976-09-08 14:00:00,"UTC"
"USGS","01303000",1976-09-23,"13:00",NA,NA,"T",NA,"WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.34,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1976-09-23 18:00:00,"UTC"
"USGS","01303000",1976-12-28,"13:00",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,1.5,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1976-12-28 18:00:00,"UTC"
"USGS","01303000",1977-03-25,"10:00",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,1.1,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1977-03-25 15:00:00,"UTC"
"USGS","01303000",1977-07-01,"09:00",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.41,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1977-07-01 14:00:00,"UTC"
"USGS","01303000",1977-09-19,"09:30",NA,NA,"T","USGS-WRD","WS",NA,NA,NA,NA,"A","9","9",NA,"00620",NA,0.34,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1977-09-19 14:30:00,"UTC"
