"agency_cd","site_no","sample_dt","sample_tm","sample_end_dt","sample_end_tm","tm_datum_rlbty_cd","coll_ent_cd","medium_cd","project_cd","aqfr_cd","tu_id","body_part_id","hyd_cond_cd","samp_type_cd","hyd_event_cd","sample_lab_cm_tx","parm_cd","remark_cd","result_va","val_qual_tx","meth_cd","dqi_cd","rpt_lev_va","rpt_lev_cd","lab_std_va","prep_set_no","prep_dt","anl_set_no","anl_dt","result_lab_cm_tx","anl_ent_cd","sample_start_time_datum_cd_reported","sample_end_time_datum_cd_reported","startDateTime","sample_end_dateTime","tz_cd"
"USGS","0423205010",1987-11-17,"10:51",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"9","H","9",NA,"00666","<",0.01,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1987-11-17 15:51:00,NA,"UTC"
"USGS","0423205010",1989-06-20,"09:01",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"8","7","9",NA,"00666",NA,0.04,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-06-20 14:01:00,NA,"UTC"
"USGS","0423205010",1989-06-20,"09:02",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"8","7","9",NA,"00666",NA,0.04,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-06-20 14:02:00,NA,"UTC"
"USGS","0423205010",1989-06-20,"09:03",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"8","7","9",NA,"00666",NA,0.06,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-06-20 14:03:00,NA,"UTC"
"USGS","0423205010",1989-06-20,"09:04",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"8","7","9",NA,"00666",NA,0.04,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-06-20 14:04:00,NA,"UTC"
"USGS","0423205010",1989-06-20,"09:05",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"8","7","9",NA,"00666",NA,0.04,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-06-20 14:05:00,NA,"UTC"
"USGS","0423205010",1989-06-20,"09:06",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"8","7","9",NA,"00666",NA,0.04,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-06-20 14:06:00,NA,"UTC"
"USGS","0423205010",1989-06-20,"09:07",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"8","7","9",NA,"00666",NA,0.03,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-06-20 14:07:00,NA,"UTC"
"USGS","0423205010",1989-06-20,"09:08",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"8","7","9",NA,"00666",NA,0.03,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1989-06-20 14:08:00,NA,"UTC"
"USGS","0423205010",1990-08-21,"10:01",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"9","7","9",NA,"00666",NA,0.02,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1990-08-21 15:01:00,NA,"UTC"
"USGS","0423205010",1990-08-21,"10:02",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"9","7","9",NA,"00666",NA,0.02,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1990-08-21 15:02:00,NA,"UTC"
"USGS","0423205010",1990-08-21,"10:03",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"9","7","9",NA,"00666",NA,0.02,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1990-08-21 15:03:00,NA,"UTC"
"USGS","0423205010",1990-08-21,"10:04",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"9","7","9",NA,"00666",NA,0.02,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1990-08-21 15:04:00,NA,"UTC"
"USGS","0423205010",1990-08-21,"10:05",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"9","7","9",NA,"00666",NA,0.01,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1990-08-21 15:05:00,NA,"UTC"
"USGS","0423205010",1990-08-21,"10:06",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"9","7","9",NA,"00666",NA,0.01,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1990-08-21 15:06:00,NA,"UTC"
"USGS","0423205010",1990-08-21,"10:07",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"9","7","9",NA,"00666",NA,0.01,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1990-08-21 15:07:00,NA,"UTC"
"USGS","0423205010",1990-08-21,"10:08",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"9","7","9",NA,"00666",NA,0.01,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1990-08-21 15:08:00,NA,"UTC"
"USGS","0423205010",1991-09-18,"11:10",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"9","7","9",NA,"00666",NA,0.03,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1991-09-18 16:10:00,NA,"UTC"
"USGS","0423205010",1991-09-18,"11:11",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"9","7","9",NA,"00666",NA,0.02,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1991-09-18 16:11:00,NA,"UTC"
"USGS","0423205010",1991-09-18,"11:12",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"9","7","9",NA,"00666",NA,0.01,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1991-09-18 16:12:00,NA,"UTC"
"USGS","0423205010",1991-09-18,"11:13",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"9","7","9",NA,"00666",NA,0.02,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1991-09-18 16:13:00,NA,"UTC"
"USGS","0423205010",1991-09-18,"11:14",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"9","7","9",NA,"00666",NA,0.01,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1991-09-18 16:14:00,NA,"UTC"
"USGS","0423205010",1991-09-18,"11:15",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"9","7","9",NA,"00666",NA,0.01,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1991-09-18 16:15:00,NA,"UTC"
"USGS","0423205010",1991-09-18,"11:16",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"9","7","9",NA,"00666",NA,0.02,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1991-09-18 16:16:00,NA,"UTC"
"USGS","0423205010",1991-09-18,"11:17",NA,NA,"T","USGS-WRD","WS","443600155",NA,NA,NA,"9","7","9",NA,"00666",NA,0.01,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1991-09-18 16:17:00,NA,"UTC"
"USGS","04237950",2005-11-03,"09:05",NA,NA,"K","USGS-WRD","WS","2457LBC6D",NA,NA,NA,"9","9","9","L-3110033 Received November 05,2005","00666",NA,0.005,NA,"CL020","R",0.004,"LRL",NA,NA,NA,"PELD311A",20051109,NA,NA,"EST","EST",2005-11-03 14:05:00,NA,"UTC"
"USGS","04237950",2005-11-15,"11:20",NA,NA,"K","USGS-WRD","WS","2457LBC6D",NA,NA,NA,"5","9","J",NA,"00666",NA,0.009,NA,"CL020","R",0.004,"LRL",NA,NA,NA,"PELD325A",20051201,NA,NA,"EST","EST",2005-11-15 16:20:00,NA,"UTC"
"USGS","04237950",2005-11-29,"20:35",NA,NA,"K","USGS-WRD","WS","2457C6E00",NA,NA,NA,"8","9","J",NA,"00666",NA,0.051,NA,"CL020","R",0.004,"LRL",NA,NA,NA,"PELD340C",20051213,NA,NA,"EST","EST",2005-11-30 01:35:00,NA,"UTC"
"USGS","04237950",2005-11-30,"09:15",NA,NA,"K","USGS-WRD","WS","2457C6E00",NA,NA,NA,"5","9","J",NA,"00666",NA,0.027,NA,"CL020","R",0.004,"LRL",NA,NA,NA,"PELD340B",20051214,NA,NA,"EST","EST",2005-11-30 14:15:00,NA,"UTC"
"USGS","04237950",2006-02-23,"08:20",NA,NA,"K","USGS-WRD","WS","2457LBC6D",NA,NA,NA,"9","9","9",NA,"00666","E",0.003,"n","CL020","R",0.004,"LRL",NA,NA,NA,"PELD061A",20060309,NA,NA,"EST","EST",2006-02-23 13:20:00,NA,"UTC"
"USGS","04237950",2006-05-10,"13:10",NA,NA,"K","USGS-WRD","WS","2457LBC6D",NA,NA,NA,"9","9","9","L-1310035 Changed time from 1308 per dist (Hayhurst) 3/29/07, dm.","00666","<",0.004,NA,"CL020","R",0.004,"LRL",NA,NA,NA,"PELD138A",20060519,NA,"USGSNWQL","EST","EST",2006-05-10 18:10:00,NA,"UTC"
"USGS","04237950",2006-06-03,"11:50",NA,NA,"K","USGS-WRD","WS","2457LBC6D",NA,NA,NA,"5","9","J",NA,"00666",NA,0.02,NA,"CL020","R",0.004,"LRL",NA,NA,NA,"PELD159A",20060609,NA,NA,"EST","EST",2006-06-03 16:50:00,NA,"UTC"
"USGS","04237950",2006-06-27,"20:15",NA,NA,"K","USGS-WRD","WS","2457LBC6D",NA,NA,NA,"8","9","J",NA,"00666",NA,0.045,NA,"CL020","R",0.004,"LRL",NA,NA,NA,"PELD186A",20060706,NA,NA,"EST","EST",2006-06-28 01:15:00,NA,"UTC"
"USGS","04237950",2006-06-28,"08:35",NA,NA,"K","USGS-WRD","WS","2457LBC6D",NA,NA,NA,"5","9","J",NA,"00666",NA,0.022,NA,"CL020","R",0.004,"LRL",NA,NA,NA,"PELD186A",20060706,NA,NA,"EST","EST",2006-06-28 13:35:00,NA,"UTC"
"USGS","04237950",2006-08-17,"06:40",NA,NA,"K","USGS-WRD","WS","2457C6D00",NA,NA,NA,"9","9","9","L-2330094 Received August 19,2006","00666","<",0.004,NA,"CL020","R",0.004,"LRL",NA,NA,NA,"PELD235A",20060824,NA,NA,"EST","EST",2006-08-17 11:40:00,NA,"UTC"
"USGS","04237950",2006-09-22,"06:50",NA,NA,"K","USGS-WRD","WS","2457LBC6D",NA,NA,NA,"9","9","9",NA,"00666","E",0.002,"n","CL020","R",0.004,"LRL",NA,NA,NA,"PELD285A",20061013,NA,NA,"EST","EST",2006-09-22 11:50:00,NA,"UTC"
"USGS","04237950",2006-10-20,"09:00",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"5","9","J",NA,"00666",NA,0.058,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD299C",20061027,NA,NA,"EST","EST",2006-10-20 14:00:00,NA,"UTC"
"USGS","04237950",2006-10-20,"14:20",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"7","9","J",NA,"00666",NA,0.114,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD299C",20061027,NA,NA,"EST","EST",2006-10-20 19:20:00,NA,"UTC"
"USGS","04237950",2006-11-27,"08:05",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"00666","E",0.003,"n","CL020","R",0.006,"LRL",NA,NA,NA,"PELD339A",20061208,NA,NA,"EST","EST",2006-11-27 13:05:00,NA,"UTC"
"USGS","04237950",2007-01-22,"11:05",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"00666",NA,0.006,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD043A",20070213,NA,NA,"EST","EST",2007-01-22 16:05:00,NA,"UTC"
"USGS","04237950",2007-03-13,"09:00",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"00666",NA,0.009,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD085A",20070326,NA,"USGSNWQL","EST","EST",2007-03-13 14:00:00,NA,"UTC"
"USGS","04237950",2007-03-13,"09:20",NA,NA,"K","USGS-WRD","OB",NA,NA,NA,NA,"X","9","X","A-0740122 Snow Sample    Depth = .76","00666","E",0.004,"n","CL020","R",0.006,"LRL",NA,NA,NA,"PELD085A",20070326,NA,"USGSNWQL","EST","EST",2007-03-13 14:20:00,NA,"UTC"
"USGS","04237950",2007-03-14,"11:55",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"8","9","J",NA,"00666",NA,0.024,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD094A",20070411,NA,"USGSNWQL","EST","EST",2007-03-14 16:55:00,NA,"UTC"
"USGS","04237950",2007-03-14,"17:35",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"7","9","J","A-0780091 SnowMelt and Raining...Fairly Steady","00666",NA,0.031,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD094A",20070411,NA,"USGSNWQL","EST","EST",2007-03-14 22:35:00,NA,"UTC"
"USGS","04237950",2007-03-15,"13:00",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"5","9","J",NA,"00666",NA,0.025,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD094A",20070411,NA,"USGSNWQL","EST","EST",2007-03-15 18:00:00,NA,"UTC"
"USGS","04237950",2007-05-15,"10:00",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"00666","<",0.006,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD149B",20070605,NA,"USGSNWQL","EST","EST",2007-05-15 15:00:00,NA,"UTC"
"USGS","04237950",2007-07-17,"10:40",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"00666","E",0.006,"n","CL020","R",0.006,"LRL",NA,NA,NA,"PELD220A",20070809,NA,"USGSNWQL","EST","EST",2007-07-17 15:40:00,NA,"UTC"
"USGS","04237950",2007-08-07,"20:55",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"8","9","J",NA,"00666",NA,0.009,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD239A",20070828,NA,"USGSNWQL","EST","EST",2007-08-08 01:55:00,NA,"UTC"
"USGS","04237950",2007-09-13,"10:05",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"00666",NA,0.006,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD275A",20071004,NA,"USGSNWQL","EST","EST",2007-09-13 15:05:00,NA,"UTC"
"USGS","04237950",2007-10-19,"15:15",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"8","9","J",NA,"00666",NA,0.022,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD317A",20071113,NA,"USGSNWQL","EST","EST",2007-10-19 20:15:00,NA,"UTC"
"USGS","04237950",2007-10-19,"15:16",NA,NA,"K","USGS-WRD","WSQ",NA,NA,NA,NA,"8","7","J","A-2960146 CONCURRENT REPLICATE","00666",NA,0.021,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD317A",20071113,NA,"USGSNWQL","EST","EST",2007-10-19 20:16:00,NA,"UTC"
"USGS","04237950",2007-10-23,"13:35",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"8","9","J",NA,"00666",NA,0.026,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD318A",20071115,NA,"USGSNWQL","EST","EST",2007-10-23 18:35:00,NA,"UTC"
"USGS","04237950",2007-11-20,"12:15",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"6","9","J",NA,"00666",NA,0.017,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD338A",20071205,NA,"USGSNWQL","EST","EST",2007-11-20 17:15:00,NA,"UTC"
"USGS","04237950",2007-12-12,"12:40",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"5","9","4",NA,"00666",NA,0.023,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD351A",20071219,NA,"USGSNWQL","EST","EST",2007-12-12 17:40:00,NA,"UTC"
"USGS","04237950",2008-01-07,"10:30",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"6","9","4",NA,"00666",NA,0.008,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD010A",20080111,NA,"USGSNWQL","EST","EST",2008-01-07 15:30:00,NA,"UTC"
"USGS","04237950",2008-01-28,"14:00",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"00666","<",0.006,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD043A",20080213,NA,"USGSNWQL","EST","EST",2008-01-28 19:00:00,NA,"UTC"
"USGS","04237950",2008-02-06,"11:15",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"5","9","J",NA,"00666",NA,0.025,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD045A",20080220,NA,"USGSNWQL","EST","EST",2008-02-06 16:15:00,NA,"UTC"
"USGS","04237950",2008-03-05,"11:00",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"7","9","4",NA,"00666",NA,0.02,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD071A",20080312,NA,"USGSNWQL","EST","EST",2008-03-05 16:00:00,NA,"UTC"
"USGS","04237950",2008-03-13,"10:30",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"00666","E",0.005,"n","CL020","R",0.006,"LRL",NA,NA,NA,"PELD084B",20080325,NA,"USGSNWQL","EST","EST",2008-03-13 15:30:00,NA,"UTC"
"USGS","04237950",2008-03-19,"15:20",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"7","9","J",NA,"00666","E",0.006,"n","CL020","R",0.006,"LRL",NA,NA,NA,"PELD086A",20080401,NA,"USGSNWQL","EST","EST",2008-03-19 20:20:00,NA,"UTC"
"USGS","04237950",2008-04-11,"11:05",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"4","9","9",NA,"00666",NA,0.007,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD119A",20080430,NA,"USGSNWQL","EST","EST",2008-04-11 16:05:00,NA,"UTC"
"USGS","04237950",2008-05-14,"07:45",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"00666","<",0.006,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD148B",20080529,NA,"USGSNWQL","EST","EST",2008-05-14 12:45:00,NA,"UTC"
"USGS","04237950",2008-06-12,"10:45",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9",NA,"00666",NA,0.007,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD176A",20080625,NA,"USGSNWQL","EST","EST",2008-06-12 15:45:00,NA,"UTC"
"USGS","04237950",2008-07-10,"10:25",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","A-1960037 Added 2 acid ampules to WCA sample. L-1960037 Received July 12, 2008","00666",NA,0.006,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD203A",20080723,NA,"USGSNWQL","EST","EST",2008-07-10 15:25:00,NA,"UTC"
"USGS","04237950",2008-08-15,"11:50",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","A-2320151 Added 2 acid ampules to WCA sample.","00666","E",0.005,"n","CL020","R",0.006,"LRL",NA,NA,NA,"PELD238A",20080826,NA,"USGSNWQL","EST","EST",2008-08-15 16:50:00,NA,"UTC"
"USGS","04237950",2008-09-11,"12:30",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","9","A-2590050 Added 2 acid ampules to WCA sample L-2590050 Received September 13, 2008","00666","E",0.006,"n","CL020","R",0.006,"LRL",NA,NA,NA,"PELD266C",20080930,NA,"USGSNWQL","EST","EST",2008-09-11 17:30:00,NA,"UTC"
"USGS","04237950",2008-10-16,"10:30",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"9","9","J","A-2910021 Added 2 acid ampules to WCA sample","00666",NA,0.02,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD294A",20081021,NA,"USGSNWQL","EST","EST",2008-10-16 15:30:00,NA,"UTC"
"USGS","04237950",2008-12-10,"12:30",NA,NA,"K","USGS-WRD","WS",NA,NA,NA,NA,"7","9","4",NA,"00666",NA,0.024,NA,"CL020","R",0.006,"LRL",NA,NA,NA,"PELD005B",20090108,NA,"USGSNWQL","EST","EST",2008-12-10 17:30:00,NA,"UTC"
"USGS","04240145",1981-10-28,"09:30",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.322,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-10-28 14:30:00,NA,"UTC"
"USGS","04240145",1981-12-15,"09:30",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.055,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-12-15 14:30:00,NA,"UTC"
"USGS","04240145",1982-02-17,"10:30",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.05,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-02-17 15:30:00,NA,"UTC"
"USGS","04240145",1982-03-03,"12:15",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.04,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-03-03 17:15:00,NA,"UTC"
"USGS","04240145",1982-03-10,"09:00",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.055,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-03-10 14:00:00,NA,"UTC"
"USGS","04240145",1982-03-12,"11:00",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.06,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-03-12 16:00:00,NA,"UTC"
"USGS","04240145",1982-03-13,"08:30",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.05,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-03-13 13:30:00,NA,"UTC"
"USGS","04240145",1982-03-14,"12:20",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.075,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-03-14 17:20:00,NA,"UTC"
"USGS","04240145",1982-03-16,"11:20",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.06,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-03-16 16:20:00,NA,"UTC"
"USGS","04240145",1982-03-17,"09:20",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.07,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-03-17 14:20:00,NA,"UTC"
"USGS","04240145",1982-03-17,"13:30",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.08,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-03-17 18:30:00,NA,"UTC"
"USGS","04240145",1982-03-24,"09:30",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.025,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-03-24 14:30:00,NA,"UTC"
"USGS","04240145",1982-03-24,"09:40",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.025,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-03-24 14:40:00,NA,"UTC"
"USGS","04240145",1982-04-08,"08:30",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.06,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-04-08 13:30:00,NA,"UTC"
"USGS","04240145",1982-04-14,"08:15",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.03,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-04-14 13:15:00,NA,"UTC"
"USGS","04240145",1982-04-20,"08:00",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.03,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-04-20 13:00:00,NA,"UTC"
"USGS","04240145",1982-05-05,"07:30",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.04,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-05-05 12:30:00,NA,"UTC"
"USGS","04240145",1982-05-19,"07:30",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.035,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-05-19 12:30:00,NA,"UTC"
"USGS","04240145",1982-06-03,"07:00",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.048,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-06-03 12:00:00,NA,"UTC"
"USGS","04240145",1982-06-06,"10:00",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.035,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-06-06 15:00:00,NA,"UTC"
"USGS","04240145",1982-06-16,"07:15",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-06-16 12:15:00,NA,"UTC"
"USGS","04240145",1982-06-16,"07:17",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666",NA,0.03,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-06-16 12:17:00,NA,"UTC"
"USGS","04240145",1982-06-16,"07:20",NA,NA,"T","USGS-WRD","WS","WRI864026",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-06-16 12:20:00,NA,"UTC"
