"agency_cd","site_no","sample_dt","sample_tm","sample_end_dt","sample_end_tm","tm_datum_rlbty_cd","coll_ent_cd","medium_cd","project_cd","aqfr_cd","tu_id","body_part_id","hyd_cond_cd","samp_type_cd","hyd_event_cd","sample_lab_cm_tx","parm_cd","remark_cd","result_va","val_qual_tx","meth_cd","dqi_cd","rpt_lev_va","rpt_lev_cd","lab_std_va","prep_set_no","prep_dt","anl_set_no","anl_dt","result_lab_cm_tx","anl_ent_cd","sample_start_time_datum_cd_reported","sample_end_time_datum_cd_reported","startDateTime","sample_end_dateTime","tz_cd"
"USGS","01304000",1977-07-15,"11:00",NA,NA,"T","NY-SCDEC","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.013,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1977-07-15 16:00:00,NA,"UTC"
"USGS","01304000",1977-10-05,"11:00",NA,NA,"T","NY-SCDEC","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.003,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1977-10-05 16:00:00,NA,"UTC"
"USGS","01304000",1977-12-27,NA,NA,NA,"T","NY-SCDEC","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.009,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",NA,NA,"UTC"
"USGS","01304000",1978-01-31,"10:15",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.02,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1978-01-31 15:15:00,NA,"UTC"
"USGS","01304000",1978-03-21,"10:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1978-03-21 15:00:00,NA,"UTC"
"USGS","01304000",1978-03-30,NA,NA,NA,"T","NY-SCDEC","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.009,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",NA,NA,"UTC"
"USGS","01304000",1978-05-02,"09:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1978-05-02 14:00:00,NA,"UTC"
"USGS","01304000",1978-06-06,"07:45",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1978-06-06 12:45:00,NA,"UTC"
"USGS","01304000",1978-06-27,"07:45",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1978-06-27 12:45:00,NA,"UTC"
"USGS","01304000",1978-06-29,NA,NA,NA,"T","NY-SCDEC","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.012,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",NA,NA,"UTC"
"USGS","01304000",1978-07-25,"10:15",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1978-07-25 15:15:00,NA,"UTC"
"USGS","01304000",1978-08-15,"11:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1978-08-15 16:00:00,NA,"UTC"
"USGS","01304000",1978-09-05,"12:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1978-09-05 17:00:00,NA,"UTC"
"USGS","01304000",1978-10-16,"13:45",NA,NA,"T","NY-SCDEC","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.005,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1978-10-16 18:45:00,NA,"UTC"
"USGS","01304000",1978-10-24,"11:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1978-10-24 16:30:00,NA,"UTC"
"USGS","01304000",1978-12-05,"12:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1978-12-05 17:30:00,NA,"UTC"
"USGS","01304000",1979-01-09,"09:45",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1979-01-09 14:45:00,NA,"UTC"
"USGS","01304000",1979-01-17,"12:30",NA,NA,"T","NY-SCDEC","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.004,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1979-01-17 17:30:00,NA,"UTC"
"USGS","01304000",1979-01-30,"13:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1979-01-30 18:00:00,NA,"UTC"
"USGS","01304000",1979-03-14,"09:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1979-03-14 14:30:00,NA,"UTC"
"USGS","01304000",1979-03-15,"10:00",NA,NA,"T","NY-SCDEC","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666","<",0.002,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1979-03-15 15:00:00,NA,"UTC"
"USGS","01304000",1979-04-25,"09:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1979-04-25 14:00:00,NA,"UTC"
"USGS","01304000",1979-06-05,"09:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1979-06-05 14:00:00,NA,"UTC"
"USGS","01304000",1979-06-19,"14:10",NA,NA,"T","NY-SCDEC","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.006,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1979-06-19 19:10:00,NA,"UTC"
"USGS","01304000",1979-07-24,"09:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1979-07-24 14:00:00,NA,"UTC"
"USGS","01304000",1979-08-15,"09:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1979-08-15 14:30:00,NA,"UTC"
"USGS","01304000",1979-08-29,"09:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1979-08-29 14:00:00,NA,"UTC"
"USGS","01304000",1979-09-24,"09:00",NA,NA,"T","NY-SCDEC","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.009,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1979-09-24 14:00:00,NA,"UTC"
"USGS","01304000",1979-11-27,"10:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1979-11-27 15:00:00,NA,"UTC"
"USGS","01304000",1979-12-11,"10:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1979-12-11 15:00:00,NA,"UTC"
"USGS","01304000",1979-12-12,"15:10",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.012,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1979-12-12 20:10:00,NA,"UTC"
"USGS","01304000",1980-01-30,"13:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-01-30 18:00:00,NA,"UTC"
"USGS","01304000",1980-02-27,"12:45",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-02-27 17:45:00,NA,"UTC"
"USGS","01304000",1980-03-05,"09:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.003,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-03-05 14:00:00,NA,"UTC"
"USGS","01304000",1980-04-22,"10:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-04-22 15:30:00,NA,"UTC"
"USGS","01304000",1980-05-13,"09:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-05-13 14:00:00,NA,"UTC"
"USGS","01304000",1980-06-04,"09:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-06-04 14:00:00,NA,"UTC"
"USGS","01304000",1980-06-05,"14:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.006,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-06-05 19:00:00,NA,"UTC"
"USGS","01304000",1980-06-26,"10:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-06-26 15:30:00,NA,"UTC"
"USGS","01304000",1980-07-30,"08:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-07-30 13:30:00,NA,"UTC"
"USGS","01304000",1980-08-13,"09:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-08-13 14:00:00,NA,"UTC"
"USGS","01304000",1980-09-09,"13:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.005,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-09-09 18:00:00,NA,"UTC"
"USGS","01304000",1980-09-17,"08:45",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-09-17 13:45:00,NA,"UTC"
"USGS","01304000",1980-11-04,"10:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-11-04 15:30:00,NA,"UTC"
"USGS","01304000",1980-11-18,"10:45",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-11-18 15:45:00,NA,"UTC"
"USGS","01304000",1980-12-01,"15:35",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.004,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1980-12-01 20:35:00,NA,"UTC"
"USGS","01304000",1981-01-13,"10:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-01-13 15:30:00,NA,"UTC"
"USGS","01304000",1981-02-10,"11:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-02-10 16:00:00,NA,"UTC"
"USGS","01304000",1981-03-11,"09:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-03-11 14:30:00,NA,"UTC"
"USGS","01304000",1981-03-11,"14:55",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.005,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-03-11 19:55:00,NA,"UTC"
"USGS","01304000",1981-04-15,"10:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-04-15 15:30:00,NA,"UTC"
"USGS","01304000",1981-05-12,"09:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-05-12 14:00:00,NA,"UTC"
"USGS","01304000",1981-06-16,"09:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-06-16 14:00:00,NA,"UTC"
"USGS","01304000",1981-06-16,"14:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.006,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-06-16 19:00:00,NA,"UTC"
"USGS","01304000",1981-07-21,"10:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-07-21 15:00:00,NA,"UTC"
"USGS","01304000",1981-08-18,"13:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-08-18 18:00:00,NA,"UTC"
"USGS","01304000",1981-09-14,"14:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.029,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-09-14 19:00:00,NA,"UTC"
"USGS","01304000",1981-09-22,"08:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-09-22 13:30:00,NA,"UTC"
"USGS","01304000",1981-10-27,"10:15",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-10-27 15:15:00,NA,"UTC"
"USGS","01304000",1981-12-07,"14:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.009,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-12-07 19:00:00,NA,"UTC"
"USGS","01304000",1981-12-15,"09:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1981-12-15 14:30:00,NA,"UTC"
"USGS","01304000",1982-02-24,"09:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-02-24 14:00:00,NA,"UTC"
"USGS","01304000",1982-03-01,"14:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.002,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-03-01 19:00:00,NA,"UTC"
"USGS","01304000",1982-04-28,"09:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.03,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-04-28 14:00:00,NA,"UTC"
"USGS","01304000",1982-06-01,"13:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.004,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-06-01 18:00:00,NA,"UTC"
"USGS","01304000",1982-06-16,"09:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-06-16 14:00:00,NA,"UTC"
"USGS","01304000",1982-08-11,"08:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-08-11 13:30:00,NA,"UTC"
"USGS","01304000",1982-09-08,"13:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.006,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-09-08 18:00:00,NA,"UTC"
"USGS","01304000",1982-11-17,"14:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.02,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-11-17 19:00:00,NA,"UTC"
"USGS","01304000",1982-12-08,"14:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.007,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1982-12-08 19:00:00,NA,"UTC"
"USGS","01304000",1983-03-02,"13:15",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1983-03-02 18:15:00,NA,"UTC"
"USGS","01304000",1983-03-15,"14:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.012,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1983-03-15 19:00:00,NA,"UTC"
"USGS","01304000",1983-05-11,"11:45",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1983-05-11 16:45:00,NA,"UTC"
"USGS","01304000",1983-06-14,"14:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.016,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1983-06-14 19:00:00,NA,"UTC"
"USGS","01304000",1983-08-17,"10:45",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.02,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1983-08-17 15:45:00,NA,"UTC"
"USGS","01304000",1983-09-13,"14:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1983-09-13 19:00:00,NA,"UTC"
"USGS","01304000",1983-11-08,"13:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1983-11-08 18:00:00,NA,"UTC"
"USGS","01304000",1983-12-19,"14:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666","<",0.002,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1983-12-19 19:00:00,NA,"UTC"
"USGS","01304000",1984-02-14,"09:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1984-02-14 14:30:00,NA,"UTC"
"USGS","01304000",1984-04-09,"13:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.012,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1984-04-09 18:00:00,NA,"UTC"
"USGS","01304000",1984-05-15,"11:20",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666",NA,0.02,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1984-05-15 16:20:00,NA,"UTC"
"USGS","01304000",1984-06-12,"13:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.012,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1984-06-12 18:00:00,NA,"UTC"
"USGS","01304000",1984-08-21,"10:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"A","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1984-08-21 15:00:00,NA,"UTC"
"USGS","01304000",1984-09-12,"13:20",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"A","9","9",NA,"00666",NA,0.005,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1984-09-12 18:20:00,NA,"UTC"
"USGS","01304000",1984-11-27,"13:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"9","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1984-11-27 18:30:00,NA,"UTC"
"USGS","01304000",1985-02-27,"13:00",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"9","9","9",NA,"00666","<",0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1985-02-27 18:00:00,NA,"UTC"
"USGS","01304000",1985-03-18,"14:20",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"9","9","9",NA,"00666",NA,0.006,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1985-03-18 19:20:00,NA,"UTC"
"USGS","01304000",1985-06-03,"14:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"9","9","9",NA,"00666",NA,0.009,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1985-06-03 19:00:00,NA,"UTC"
"USGS","01304000",1985-06-11,"12:15",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"9","9","9",NA,"00666","<",0.01,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1985-06-11 17:15:00,NA,"UTC"
"USGS","01304000",1985-09-03,"14:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"9","9","9",NA,"00666",NA,0.008,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1985-09-03 19:00:00,NA,"UTC"
"USGS","01304000",1985-09-05,"13:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"9","9","9",NA,"00666",NA,0.04,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1985-09-05 18:30:00,NA,"UTC"
"USGS","01304000",1985-12-09,"14:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"9","9","9",NA,"00666",NA,0.01,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1985-12-09 19:00:00,NA,"UTC"
"USGS","01304000",1985-12-31,"13:45",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"9","9","9",NA,"00666","<",0.01,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1985-12-31 18:45:00,NA,"UTC"
"USGS","01304000",1986-03-17,"14:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"9","9","9",NA,"00666",NA,0.002,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1986-03-17 19:00:00,NA,"UTC"
"USGS","01304000",1986-06-03,"12:30",NA,NA,"T","USGS-WRD","WS","NASQAN",NA,NA,NA,"9","9","9",NA,"00666",NA,0.01,NA,"CL052","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1986-06-03 17:30:00,NA,"UTC"
"USGS","01304000",1986-06-11,"14:00",NA,NA,"T","NY-SCDH","WS","ANNUALRPT",NA,NA,NA,"9","9","9",NA,"00666",NA,0.018,NA,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EST","EST",1986-06-11 19:00:00,NA,"UTC"
