Name,Code,Latitude,Longitude,Miles from the mouth,Type
Oriskany Creek @ Lumbard Rd,OC4,43.0203,-75.4,13.04,RED FLAG
Big Creek @ California Rd,OC3,42.9912,-75.4202,15.94,RED FLAG
Oriskany Creek @ Valley Road,OC2,42.9175,-75.5001,25.46,RED FLAG
Upper Oriskany @ Canal Rd,OC1,42.9089,-75.5259,27.12,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
